lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_beta,sigma_beta,depth_true_i1.1,depth_true_i1.2,depth_true_i1.3,depth_true_i1.4,depth_true_i1.5,depth_true_i1.6,depth_true_i1.7,depth_true_i1.8,depth_true_i1.9,depth_true_i1.10,delta_depth.1,delta_depth.2,delta_depth.3,delta_depth.4,delta_depth.5,delta_depth.6,delta_depth.7,delta_depth.8,delta_depth.9,delta_depth.10,depth_true_i2.1,depth_true_i2.2,depth_true_i2.3,depth_true_i2.4,depth_true_i2.5,depth_true_i2.6,depth_true_i2.7,depth_true_i2.8,depth_true_i2.9,depth_true_i2.10,growth.1,growth.2,growth.3,growth.4,growth.5,growth.6,growth.7,growth.8,growth.9,growth.10,CGR_pp
# Adaptation terminated
# Step size = 0.209912
# Diagonal elements of inverse mass matrix:
# 0.0206549, 0.146737, 0.0119739, 0.0178825, 0.00207773, 0.00661293, 0.000564605, 0.0887887, 0.598148, 0.00237529, 0.00461855, 0.00377345, 0.050518, 0.0244594, 0.0204216, 0.168747, 0.029942, 0.0260244, 0.0425435, 0.042651, 0.0650595, 0.0270629
0.976546,0.45395,0.209912,4,31,0,19.5732,-0.0591759,0.630415,4.18674,4.18268,11.5441,5.97646,19.6198,2.36044,2.24997,9.21691,6.26648,7.32527,2.29054,3.40077,4.07328,5.86939,2.30916,3.40488,0.768734,1.40911,1.99121,3.21144,6.47727,7.58344,15.6174,11.8458,21.9289,5.76532,3.01871,10.626,8.25769,10.5367,0.763513,1.13359,1.35776,1.95646,0.769721,1.13496,0.256245,0.469702,0.663736,1.07048,2.80693
5.57997,1,0.209912,5,31,0,5.15658,-0.406765,0.73877,4.37941,3.6574,11.0768,6.3986,19.0727,2.05617,0.659604,8.43306,6.46856,7.7992,1.4671,3.86808,4.7476,0.649397,3.32125,3.746,2.37246,2.41099,1.11503,3.12539,5.84651,7.52548,15.8244,7.04799,22.3939,5.80216,3.03206,10.844,7.58359,10.9246,0.489034,1.28936,1.58253,0.216466,1.10708,1.24867,0.790819,0.803662,0.371675,1.0418,1.29961
4.78233,0.952248,0.209912,5,31,0,4.70559,-0.0300185,0.527164,3.89874,3.98499,11.3542,5.72263,18.9095,0.981477,1.65196,8.44398,6.62886,6.85689,2.34477,3.41195,3.5276,4.2127,3.37029,3.93721,1.28869,2.18598,0.961787,3.51869,6.24351,7.39694,14.8818,9.93534,22.2798,4.91869,2.94065,10.63,7.59065,10.3756,0.781591,1.13732,1.17587,1.40423,1.12343,1.3124,0.429565,0.728661,0.320596,1.1729,0.77784
9.73031,0.969841,0.209912,5,31,0,5.34963,-0.146345,0.350818,4.30008,3.74383,11.185,5.92107,19.6727,2.55429,0.215806,8.75514,5.36385,8.05617,1.97793,4.09457,4.28051,3.30869,2.57399,3.02933,2.51237,2.36558,2.30948,2.27146,6.27801,7.8384,15.4656,9.22976,22.2466,5.58362,2.72818,11.1207,7.67333,10.3276,0.659311,1.36486,1.42684,1.1029,0.857995,1.00978,0.837457,0.788526,0.769826,0.757152,0.768527
10.0537,0.873521,0.209912,4,31,0,3.65696,0.0508307,0.273531,4.24162,4.13977,11.0101,6.2639,18.9631,2.07749,0.883077,8.02715,5.63522,7.1018,2.47007,3.67521,4.47117,2.51542,3.23438,3.61096,1.69668,2.77437,2.29426,2.98327,6.7117,7.81498,15.4812,8.77932,22.1975,5.68844,2.57976,10.8015,7.92949,10.0851,0.823358,1.22507,1.49039,0.838473,1.07813,1.20365,0.56556,0.92479,0.764754,0.994422,1.2256
1.05617,0.928619,0.209912,5,31,0,7.37522,-0.154602,0.433184,4.53375,3.99473,11.8341,6.40188,20.1477,2.49661,1.32361,7.30464,5.59414,7.16389,2.02439,3.9472,3.35868,2.4951,1.87595,3.28,1.50582,3.37219,2.28664,2.94976,6.55814,7.94192,15.1928,8.89698,22.0236,5.7766,2.82942,10.6768,7.88078,10.1136,0.674796,1.31573,1.11956,0.831701,0.625318,1.09333,0.50194,1.12406,0.762213,0.983253,0.39114
4.49839,0.867656,0.209912,4,15,0,13.9523,-0.135145,0.274572,3.58022,4.09904,10.3697,6.33498,19.1218,2.29213,1.00273,7.51418,5.71114,7.91689,2.039,3.54143,4.78794,1.96804,2.5242,3.30933,1.6407,3.18064,2.17078,3.02163,5.61922,7.64047,15.1577,8.30302,21.646,5.60146,2.64344,10.6948,7.88192,10.9385,0.679667,1.18048,1.59598,0.656013,0.8414,1.10311,0.546902,1.06021,0.723593,1.00721,0.627051
7.94699,0.997937,0.209912,5,31,0,2.94188,-0.162476,0.234133,4.12272,3.88969,12.0657,5.95958,18.9879,2.02965,0.436237,9.35794,5.97281,7.55602,2.17002,3.71732,2.90789,1.91094,2.66472,3.57106,2.25678,1.77713,1.55694,2.96224,6.29274,7.60701,14.9736,7.87053,21.6526,5.60072,2.69302,11.1351,7.52974,10.5183,0.723341,1.23911,0.969298,0.636981,0.888239,1.19035,0.752259,0.592377,0.518979,0.987413,0.737255
7.07616,0.97313,0.209912,4,31,0,4.4751,-0.204112,0.800803,3.98012,3.28132,10.7056,6.18378,18.9609,2.33303,0.637832,8.53015,6.43213,8.24822,2.35058,4.21218,4.69013,2.5452,2.78706,3.34818,2.27025,2.19285,1.2235,2.26931,6.33071,7.4935,15.3957,8.72898,21.748,5.68122,2.90808,10.723,7.65563,10.5175,0.783528,1.40406,1.56338,0.8484,0.92902,1.11606,0.756749,0.730949,0.407835,0.756436,0.612602
9.58521,0.94167,0.209912,4,15,0,0.992631,-0.21348,0.45496,3.75014,3.93033,10.6809,6.22157,19.501,1.73938,0.704623,8.54282,6.09141,8.20415,2.39315,3.53686,4.67492,2.21122,3.18853,3.28932,2.18509,2.20189,1.26351,2.22662,6.14328,7.46719,15.3558,8.43279,22.6896,5.0287,2.88971,10.7447,7.35492,10.4308,0.797715,1.17895,1.55831,0.737072,1.06284,1.09644,0.728362,0.733964,0.421171,0.742207,1.12618
