,player_id,player.name,player.name.GK,possession_team.name,play_pattern.name,shot.statsbomb_xg,shot.first_time,location.x,location.y,DistToGoal,DistToKeeper,AngleToGoal,AngleDeviation,avevelocity,DefendersInCone,InCone.GK,under_pressure,goal,shot.type.name_Free.Kick,shot.type.name_Open.Play,shot.type.name_Penalty,shot.technique.name_Half.Volley,shot.technique.name_Lob,shot.technique.name_Normal,shot.technique.name_Volley,shot.body_part.name_processed_Head,shot.body_part.name_processed_Other,shot.body_part.name_processed_Stronger.Foot,shot.body_part.name_processed_Weaker.Foot
33,1,Dennis Bergkamp,Michael Oakes,Arsenal,Regular Play,0.030258251,0,100.5,25.3,2.649032682,0.32097064,2.097468175,0.938270942,-0.063772896,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
34,1,Dennis Bergkamp,Michael Oakes,Arsenal,From Counter,0.09502931,0,111.1,28.9,1.543359346,1.756684028,2.905986092,0.271020638,-0.036647117,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0
35,1,Dennis Bergkamp,Michael Oakes,Arsenal,Regular Play,0.06961256,0,101.6,39,1.998934706,0.247861309,0.176297503,0.472837593,-0.070971818,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0
36,1,Dennis Bergkamp,Michael Oakes,Arsenal,From Free Kick,0.052453496,1,108.1,52.6,1.880046639,1.281303372,2.642987213,0.605467193,-0.051930563,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0
37,1,Dennis Bergkamp,Dean Kiely,Arsenal,Regular Play,0.013291143,0,92.6,50,3.164053929,0.917164134,1.136286645,0.299329524,-0.050839654,2,3,0,0,0,1,0,0,0,1,0,0,0,1,0
38,1,Dennis Bergkamp,Tim Howard,Arsenal,Regular Play,0.03262175,1,98.1,32.5,2.511111609,0.52624244,1.071359765,0.563326651,-0.074712942,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
39,1,Dennis Bergkamp,Dean Kiely,Arsenal,Regular Play,0.077926315,0,103.7,50.2,2.085848163,0.469277811,1.815598475,0.019838867,-0.074863445,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
40,1,Dennis Bergkamp,Dean Kiely,Arsenal,Regular Play,0.038181163,0,100.8,26.4,2.552339176,0.428206174,2.001156421,0.659362776,-0.035147169,1,2,1,0,0,1,0,0,0,1,0,0,0,1,0
41,1,Dennis Bergkamp,Dean Kiely,Arsenal,From Corner,0.01843161,1,100.2,40,2.147857854,0.461151174,0,1.703176748,-0.061593557,4,2,0,0,0,1,0,0,0,0,1,0,0,1,0
42,1,Dennis Bergkamp,Dean Kiely,Arsenal,From Corner,0.016069802,0,93.9,41.2,2.834258078,0.461151174,0.149185299,1.824780066,-0.057141004,3,3,0,0,0,1,0,0,0,1,0,0,0,1,0
43,2,Thierry Henry,Paul Jones,Arsenal,From Throw In,0.031963106,0,107.2,18.1,2.751678867,0.839694819,3.383021821,0.302836423,-0.044920323,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
44,2,Thierry Henry,Paul Jones,Arsenal,Regular Play,0.36041838,1,106.5,49.2,1.772174555,3.718428026,1.942358793,0.081587387,-0.082148427,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
45,2,Thierry Henry,Paul Jones,Arsenal,Regular Play,0.019422866,0,94.5,28.8,3.021234548,0.5668805,1.343796642,0.780195701,-0.038736602,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0
46,2,Thierry Henry,Kasey Keller,Arsenal,Regular Play,0.115363106,0,98.4,44.7,2.39794544,1.986937916,0.695693101,0.197298212,-0.047374133,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
47,2,Thierry Henry,Kasey Keller,Arsenal,From Free Kick,0.013027268,0,95.7,23.6,3.180172325,0.743583926,1.927714453,1.212128363,-0.033807418,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0
48,2,Thierry Henry,Kasey Keller,Arsenal,From Throw In,0.33621103,0,108.1,46.8,1.486777382,2.545584185,1.685701351,0.341920745,-0.051385127,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
49,2,Thierry Henry,Kasey Keller,Arsenal,From Free Kick,0.021714319,0,93.9,27.7,3.129914449,1.227428543,1.42999454,0.146201604,-0.003136606,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0
50,2,Thierry Henry,Kasey Keller,Arsenal,From Free Kick,0.13790265,1,109.8,31.2,1.46135164,1.281303372,2.311413304,0.875738376,-0.066689467,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
51,2,Thierry Henry,Carlo Cudicini,Arsenal,Regular Play,0.059341166,0,108.5,33.5,1.432973178,1.050687296,1.670457025,1.846294258,-0.077498857,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0
52,2,Thierry Henry,Carlo Cudicini,Arsenal,From Throw In,0.05302447,0,107.8,38.7,1.330919771,0.427101124,0.34469807,3.040777129,-0.061570525,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
53,2,Thierry Henry,Carlo Cudicini,Arsenal,Regular Play,0.24950899,0,111.1,43.2,1.025960211,1.85737028,1.12074944,0.215629066,-0.078272193,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
54,2,Thierry Henry,Carlo Cudicini,Arsenal,From Free Kick,0.80951947,0,110.6,40.6,1.021765213,4.069758904,0.2069787,0.031416293,-0.08359866,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
55,2,Thierry Henry,Carlo Cudicini,Arsenal,From Goal Kick,0.03316599,0,110.9,33.6,1.206835401,0.291657611,1.990240289,0.770688235,-0.074763294,1,2,1,0,0,1,0,0,0,1,0,1,0,0,0
